product_id,country,platform,category,brand_type,anonymous_brand,product_name,pack_size_g,price_local,currency,price_usd,price_per_100g,rating,review_count,halal_claim,product_format,positioning,data_type
P0140,Philippines,Lazada PH,Seaweed snack,Japanese Brand,Japanese Brand C,Roasted Seaweed - snack pack,11,160.16,PHP,2.86,26.0,4.5,86,False,snack pack,mainstream,synthetic_anonymized
P0141,Philippines,Shopee PH,Seaweed snack,Premium Import Brand,Premium Import Brand U,Roasted Seaweed - multi-pack,68,157.36,PHP,2.81,4.13,4.2,70,False,multi-pack,mainstream,synthetic_anonymized
P0142,Philippines,Shopee PH,Seaweed snack,Local Brand,Local Brand F,Seaweed Crisps - multi-pack,79,63.84,PHP,1.14,1.44,4.6,48,False,multi-pack,mainstream,synthetic_anonymized
P0143,Philippines,Lazada PH,Seaweed snack,Local Brand,Local Brand R,Seaweed Snack - snack pack,35,58.8,PHP,1.05,3.0,3.9,143,False,snack pack,mainstream,synthetic_anonymized
P0144,Philippines,Lazada PH,Seaweed snack,Korean Brand,Korean Brand L,Seaweed Snack - snack pack,58,180.88,PHP,3.23,5.57,4.3,248,False,snack pack,mainstream,synthetic_anonymized
P0145,Singapore,Shopee SG,Korean ramen,Korean Brand,Korean Brand B,Cheese Ramen - cup noodle,406,5.02,SGD,3.72,0.92,4.3,76,False,cup noodle,premium,synthetic_anonymized
P0146,Singapore,FairPrice Online,Korean ramen,Korean Brand,Korean Brand S,Spicy Ramen - multi-pack,111,3.71,SGD,2.75,2.48,3.7,336,False,multi-pack,mainstream,synthetic_anonymized
P0147,Singapore,Shopee SG,Korean ramen,Korean Brand,Korean Brand V,Cheese Ramen - multi-pack,98,1.73,SGD,1.28,1.31,4.7,4,False,multi-pack,value,synthetic_anonymized
P0148,Singapore,Shopee SG,Korean ramen,Japanese Brand,Japanese Brand E,Kimchi Ramen - cup noodle,193,3.46,SGD,2.56,1.33,3.9,28,True,cup noodle,value,synthetic_anonymized
P0149,Singapore,Shopee SG,Korean ramen,Private Label,Private Label W,Mild Ramen - single pack,537,5.62,SGD,4.16,0.77,4.7,100,False,single pack,mainstream,synthetic_anonymized
P0150,Singapore,FairPrice Online,Korean ramen,Korean Brand,Korean Brand C,Mild Ramen - multi-pack,257,4.56,SGD,3.38,1.32,3.3,74,False,multi-pack,value,synthetic_anonymized
P0151,Singapore,FairPrice Online,Korean ramen,Local Brand,Local Brand R,Kimchi Ramen - single pack,407,1.89,SGD,1.4,0.34,4.3,21,False,single pack,value,synthetic_anonymized
P0152,Singapore,Shopee SG,Korean ramen,Korean Brand,Korean Brand H,Cheese Ramen - multi-pack,497,5.21,SGD,3.86,0.78,4.3,95,False,multi-pack,mainstream,synthetic_anonymized
P0153,Singapore,FairPrice Online,Kimchi,Korean Brand,Korean Brand Z,Fresh Kimchi - fresh pack,601,18.78,SGD,13.91,2.31,4.0,21,True,fresh pack,premium,synthetic_anonymized
P0154,Singapore,FairPrice Online,Kimchi,Korean Brand,Korean Brand L,Original Kimchi - pouch,479,7.03,SGD,5.21,1.09,4.0,183,False,pouch,premium,synthetic_anonymized
P0155,Singapore,FairPrice Online,Kimchi,Korean Brand,Korean Brand U,Mild Kimchi - fresh pack,964,11.89,SGD,8.81,0.91,4.6,57,False,fresh pack,mainstream,synthetic_anonymized
P0156,Singapore,FairPrice Online,Kimchi,Local Brand,Local Brand T,Mild Kimchi - pouch,268,7.8,SGD,5.78,2.16,3.8,436,False,pouch,mainstream,synthetic_anonymized
P0157,Singapore,Shopee SG,Kimchi,Premium Import Brand,Premium Import Brand H,Mild Kimchi - fresh pack,375,18.08,SGD,13.39,3.57,4.5,20,False,fresh pack,premium,synthetic_anonymized
P0158,Singapore,FairPrice Online,Kimchi,Private Label,Private Label Z,Mild Kimchi - pouch,876,13.91,SGD,10.3,1.18,4.1,85,False,pouch,mainstream,synthetic_anonymized
P0159,Singapore,Shopee SG,Kimchi,Korean Brand,Korean Brand E,Mild Kimchi - fresh pack,701,12.74,SGD,9.44,1.35,3.8,58,False,fresh pack,mainstream,synthetic_anonymized
P0160,Singapore,FairPrice Online,Kimchi,Korean Brand,Korean Brand D,Mild Kimchi - pouch,643,21.79,SGD,16.14,2.51,4.3,23,True,pouch,premium,synthetic_anonymized
P0161,Singapore,FairPrice Online,Gochujang sauce,Local Brand,Local Brand E,Korean Chili Sauce - squeeze bottle,345,8.57,SGD,6.35,1.84,4.2,305,True,squeeze bottle,mainstream,synthetic_anonymized
P0162,Singapore,FairPrice Online,Gochujang sauce,Korean Brand,Korean Brand L,Sweet Spicy Sauce - jar,876,14.34,SGD,10.62,1.21,4.5,98,False,jar,premium,synthetic_anonymized
P0163,Singapore,Shopee SG,Gochujang sauce,Japanese Brand,Japanese Brand T,Korean Chili Sauce - squeeze bottle,654,13.31,SGD,9.86,1.51,4.8,30,False,squeeze bottle,premium,synthetic_anonymized
P0164,Singapore,Shopee SG,Gochujang sauce,Local Brand,Local Brand T,Gochujang Sauce - jar,329,7.64,SGD,5.66,1.72,4.5,24,False,jar,premium,synthetic_anonymized
P0165,Singapore,FairPrice Online,Gochujang sauce,Korean Brand,Korean Brand H,Sweet Spicy Sauce - jar,348,11.35,SGD,8.41,2.42,4.5,80,False,jar,mainstream,synthetic_anonymized
P0166,Singapore,FairPrice Online,Gochujang sauce,Local Brand,Local Brand Y,Gochujang Sauce - squeeze bottle,943,7.52,SGD,5.57,0.59,4.3,64,False,squeeze bottle,value,synthetic_anonymized
P0167,Singapore,Shopee SG,Gochujang sauce,Korean Brand,Korean Brand B,Korean Chili Sauce - tube,488,6.22,SGD,4.61,0.94,3.8,102,False,tube,mainstream,synthetic_anonymized
P0168,Singapore,FairPrice Online,Gochujang sauce,Korean Brand,Korean Brand H,Sweet Spicy Sauce - tube,706,9.18,SGD,6.8,0.96,4.7,47,True,tube,mainstream,synthetic_anonymized
P0169,Singapore,Shopee SG,Frozen mandu,Local Brand,Local Brand F,Pork Mandu - frozen bag,1012,13.34,SGD,9.88,0.98,4.6,160,False,frozen bag,premium,synthetic_anonymized
P0170,Singapore,Shopee SG,Frozen mandu,Local Brand,Local Brand E,Chicken Mandu - value pack,1102,14.97,SGD,11.09,1.01,3.6,126,False,value pack,value,synthetic_anonymized
P0171,Singapore,Shopee SG,Frozen mandu,Local Brand,Local Brand A,Kimchi Mandu - value pack,574,9.65,SGD,7.15,1.25,4.5,223,False,value pack,mainstream,synthetic_anonymized
P0172,Singapore,Shopee SG,Frozen mandu,Japanese Brand,Japanese Brand M,Vegetable Mandu - family pack,311,11.76,SGD,8.71,2.8,4.4,95,False,family pack,value,synthetic_anonymized
P0173,Singapore,Shopee SG,Frozen mandu,Japanese Brand,Japanese Brand G,Kimchi Mandu - family pack,673,14.0,SGD,10.37,1.54,4.7,227,True,family pack,mainstream,synthetic_anonymized
P0174,Singapore,Shopee SG,Frozen mandu,Korean Brand,Korean Brand U,Vegetable Mandu - family pack,837,5.93,SGD,4.39,0.52,4.4,108,False,family pack,mainstream,synthetic_anonymized
P0175,Singapore,Shopee SG,Frozen mandu,Korean Brand,Korean Brand J,Pork Mandu - family pack,385,20.67,SGD,15.31,3.98,4.2,103,False,family pack,premium,synthetic_anonymized
P0176,Singapore,FairPrice Online,Frozen mandu,Premium Import Brand,Premium Import Brand H,Vegetable Mandu - family pack,797,11.1,SGD,8.22,1.03,4.5,183,True,family pack,mainstream,synthetic_anonymized
P0177,Singapore,FairPrice Online,Ready meal,Local Brand,Local Brand Z,Tteokbokki Meal - frozen tray,302,5.1,SGD,3.78,1.25,3.8,141,True,frozen tray,mainstream,synthetic_anonymized
P0178,Singapore,FairPrice Online,Ready meal,Premium Import Brand,Premium Import Brand Q,Bibimbap Bowl - meal kit,297,13.69,SGD,10.14,3.41,3.4,289,False,meal kit,mainstream,synthetic_anonymized
P0179,Singapore,Shopee SG,Ready meal,Japanese Brand,Japanese Brand L,Bulgogi Meal - meal kit,238,6.79,SGD,5.03,2.11,3.8,139,False,meal kit,value,synthetic_anonymized
P0180,Singapore,FairPrice Online,Ready meal,Korean Brand,Korean Brand S,Korean Rice Bowl - meal kit,215,13.58,SGD,10.06,4.68,4.2,6,False,meal kit,premium,synthetic_anonymized
P0181,Singapore,FairPrice Online,Ready meal,Korean Brand,Korean Brand K,Korean Rice Bowl - meal kit,450,18.5,SGD,13.7,3.04,4.3,138,False,meal kit,premium,synthetic_anonymized
P0182,Singapore,FairPrice Online,Ready meal,Local Brand,Local Brand X,Bulgogi Meal - microwave bowl,384,8.53,SGD,6.32,1.65,3.7,45,False,microwave bowl,value,synthetic_anonymized
P0183,Singapore,Shopee SG,Ready meal,Korean Brand,Korean Brand T,Bibimbap Bowl - meal kit,539,12.19,SGD,9.03,1.68,4.1,69,False,meal kit,mainstream,synthetic_anonymized
P0184,Singapore,Shopee SG,Ready meal,Korean Brand,Korean Brand U,Bulgogi Meal - meal kit,357,13.37,SGD,9.9,2.77,4.5,384,False,meal kit,mainstream,synthetic_anonymized
P0185,Singapore,Shopee SG,Seaweed snack,Korean Brand,Korean Brand V,Seaweed Crisps - snack pack,62,5.59,SGD,4.14,6.68,4.7,22,False,snack pack,value,synthetic_anonymized
P0186,Singapore,Shopee SG,Seaweed snack,Premium Import Brand,Premium Import Brand W,Seaweed Snack - snack pack,46,4.29,SGD,3.18,6.91,4.5,45,False,snack pack,value,synthetic_anonymized
P0187,Singapore,Shopee SG,Seaweed snack,Japanese Brand,Japanese Brand B,Seaweed Snack - snack pack,20,5.9,SGD,4.37,21.85,4.0,57,False,snack pack,value,synthetic_anonymized
P0188,Singapore,Shopee SG,Seaweed snack,Korean Brand,Korean Brand E,Seaweed Snack - tray pack,72,2.38,SGD,1.76,2.44,3.9,49,False,tray pack,value,synthetic_anonymized
P0189,Singapore,Shopee SG,Seaweed snack,Korean Brand,Korean Brand T,Seaweed Snack - tray pack,15,7.95,SGD,5.89,39.27,4.5,13,False,tray pack,premium,synthetic_anonymized
P0190,Singapore,FairPrice Online,Seaweed snack,Private Label,Private Label V,Seaweed Snack - multi-pack,70,2.75,SGD,2.04,2.91,3.6,1557,False,multi-pack,mainstream,synthetic_anonymized
P0191,Singapore,Shopee SG,Seaweed snack,Korean Brand,Korean Brand Q,Roasted Seaweed - multi-pack,12,5.75,SGD,4.26,35.5,4.0,47,False,multi-pack,mainstream,synthetic_anonymized
P0192,Singapore,Shopee SG,Seaweed snack,Korean Brand,Korean Brand W,Seaweed Snack - tray pack,82,6.18,SGD,4.58,5.59,4.2,247,False,tray pack,mainstream,synthetic_anonymized
P0193,Thailand,Shopee TH,Korean ramen,Korean Brand,Korean Brand Q,Spicy Ramen - single pack,274,144.72,THB,4.02,1.47,4.3,144,False,single pack,value,synthetic_anonymized
P0194,Thailand,Shopee TH,Korean ramen,Japanese Brand,Japanese Brand B,Kimchi Ramen - single pack,305,91.8,THB,2.55,0.84,3.8,46,False,single pack,mainstream,synthetic_anonymized
P0195,Thailand,Shopee TH,Korean ramen,Premium Import Brand,Premium Import Brand C,Mild Ramen - single pack,533,187.92,THB,5.22,0.98,4.7,46,False,single pack,premium,synthetic_anonymized
P0196,Thailand,Shopee TH,Korean ramen,Private Label,Private Label V,Spicy Ramen - single pack,119,106.92,THB,2.97,2.5,4.3,39,False,single pack,value,synthetic_anonymized
P0197,Thailand,Lazada TH,Korean ramen,Private Label,Private Label T,Kimchi Ramen - single pack,247,56.52,THB,1.57,0.64,3.8,23,False,single pack,value,synthetic_anonymized
P0198,Thailand,Shopee TH,Korean ramen,Korean Brand,Korean Brand A,Kimchi Ramen - single pack,249,79.56,THB,2.21,0.89,4.5,39,False,single pack,premium,synthetic_anonymized
P0199,Thailand,Shopee TH,Korean ramen,Local Brand,Local Brand B,Mild Ramen - multi-pack,110,109.8,THB,3.05,2.77,4.6,26,False,multi-pack,value,synthetic_anonymized
P0200,Thailand,Lazada TH,Korean ramen,Local Brand,Local Brand Q,Kimchi Ramen - multi-pack,435,109.44,THB,3.04,0.7,4.0,195,False,multi-pack,mainstream,synthetic_anonymized
P0201,Thailand,Shopee TH,Kimchi,Local Brand,Local Brand B,Original Kimchi - fresh pack,674,297.72,THB,8.27,1.23,3.4,106,False,fresh pack,value,synthetic_anonymized
P0202,Thailand,Lazada TH,Kimchi,Japanese Brand,Japanese Brand N,Mild Kimchi - pouch,514,281.16,THB,7.81,1.52,4.2,225,False,pouch,value,synthetic_anonymized
P0203,Thailand,Shopee TH,Kimchi,Local Brand,Local Brand C,Original Kimchi - jar,980,300.6,THB,8.35,0.85,4.6,76,False,jar,premium,synthetic_anonymized
P0204,Thailand,Shopee TH,Kimchi,Korean Brand,Korean Brand U,Original Kimchi - fresh pack,633,146.88,THB,4.08,0.64,4.6,35,True,fresh pack,mainstream,synthetic_anonymized
P0205,Thailand,Lazada TH,Kimchi,Premium Import Brand,Premium Import Brand S,Mild Kimchi - pouch,854,143.64,THB,3.99,0.47,5.0,46,False,pouch,mainstream,synthetic_anonymized
P0206,Thailand,Shopee TH,Kimchi,Private Label,Private Label W,Fresh Kimchi - fresh pack,609,100.8,THB,2.8,0.46,4.0,8,False,fresh pack,value,synthetic_anonymized
P0207,Thailand,Lazada TH,Kimchi,Local Brand,Local Brand Q,Mild Kimchi - pouch,719,98.64,THB,2.74,0.38,4.4,52,True,pouch,value,synthetic_anonymized
P0208,Thailand,Lazada TH,Kimchi,Japanese Brand,Japanese Brand X,Original Kimchi - pouch,638,176.04,THB,4.89,0.77,4.5,218,False,pouch,mainstream,synthetic_anonymized
P0209,Thailand,Lazada TH,Gochujang sauce,Premium Import Brand,Premium Import Brand C,Gochujang Sauce - jar,329,287.28,THB,7.98,2.43,4.1,65,False,jar,mainstream,synthetic_anonymized
P0210,Thailand,Shopee TH,Gochujang sauce,Korean Brand,Korean Brand M,Gochujang Sauce - squeeze bottle,581,114.84,THB,3.19,0.55,4.0,96,False,squeeze bottle,value,synthetic_anonymized
P0211,Thailand,Shopee TH,Gochujang sauce,Local Brand,Local Brand X,Gochujang Sauce - jar,973,284.04,THB,7.89,0.81,3.6,54,False,jar,mainstream,synthetic_anonymized
P0212,Thailand,Lazada TH,Gochujang sauce,Korean Brand,Korean Brand Z,Gochujang Sauce - jar,726,280.8,THB,7.8,1.07,4.4,69,False,jar,mainstream,synthetic_anonymized
P0213,Thailand,Lazada TH,Gochujang sauce,Local Brand,Local Brand S,Gochujang Sauce - squeeze bottle,985,309.24,THB,8.59,0.87,4.4,87,False,squeeze bottle,mainstream,synthetic_anonymized
P0214,Thailand,Shopee TH,Gochujang sauce,Japanese Brand,Japanese Brand M,Sweet Spicy Sauce - tube,856,95.76,THB,2.66,0.31,4.8,5,True,tube,value,synthetic_anonymized
P0215,Thailand,Lazada TH,Gochujang sauce,Korean Brand,Korean Brand P,Sweet Spicy Sauce - tube,548,132.48,THB,3.68,0.67,4.7,140,False,tube,mainstream,synthetic_anonymized
P0216,Thailand,Shopee TH,Gochujang sauce,Local Brand,Local Brand J,Gochujang Sauce - squeeze bottle,405,245.16,THB,6.81,1.68,3.8,155,False,squeeze bottle,mainstream,synthetic_anonymized
P0217,Thailand,Shopee TH,Frozen mandu,Korean Brand,Korean Brand M,Pork Mandu - family pack,1130,484.56,THB,13.46,1.19,4.1,215,False,family pack,premium,synthetic_anonymized
P0218,Thailand,Shopee TH,Frozen mandu,Private Label,Private Label C,Chicken Mandu - family pack,1020,148.32,THB,4.12,0.4,4.2,48,False,family pack,mainstream,synthetic_anonymized
P0219,Thailand,Shopee TH,Frozen mandu,Korean Brand,Korean Brand P,Kimchi Mandu - family pack,906,403.92,THB,11.22,1.24,4.7,175,False,family pack,mainstream,synthetic_anonymized
P0220,Thailand,Lazada TH,Frozen mandu,Korean Brand,Korean Brand U,Pork Mandu - family pack,724,158.4,THB,4.4,0.61,3.9,86,False,family pack,mainstream,synthetic_anonymized
P0221,Thailand,Shopee TH,Frozen mandu,Korean Brand,Korean Brand X,Pork Mandu - frozen bag,1188,404.64,THB,11.24,0.95,4.1,41,False,frozen bag,premium,synthetic_anonymized
P0222,Thailand,Lazada TH,Frozen mandu,Local Brand,Local Brand Q,Kimchi Mandu - value pack,541,261.36,THB,7.26,1.34,3.9,93,False,value pack,mainstream,synthetic_anonymized
P0223,Thailand,Lazada TH,Frozen mandu,Korean Brand,Korean Brand P,Pork Mandu - family pack,888,172.44,THB,4.79,0.54,3.9,69,False,family pack,mainstream,synthetic_anonymized
P0224,Thailand,Lazada TH,Frozen mandu,Japanese Brand,Japanese Brand X,Vegetable Mandu - value pack,985,393.48,THB,10.93,1.11,4.4,101,True,value pack,mainstream,synthetic_anonymized
P0225,Thailand,Shopee TH,Ready meal,Korean Brand,Korean Brand A,Tteokbokki Meal - microwave bowl,322,205.2,THB,5.7,1.77,4.5,26,False,microwave bowl,premium,synthetic_anonymized
P0226,Thailand,Lazada TH,Ready meal,Premium Import Brand,Premium Import Brand K,Korean Rice Bowl - meal kit,463,534.6,THB,14.85,3.21,4.6,127,False,meal kit,premium,synthetic_anonymized
P0227,Thailand,Shopee TH,Ready meal,Korean Brand,Korean Brand E,Bulgogi Meal - microwave bowl,283,275.4,THB,7.65,2.7,4.7,136,False,microwave bowl,mainstream,synthetic_anonymized
P0228,Thailand,Shopee TH,Ready meal,Local Brand,Local Brand C,Bulgogi Meal - meal kit,326,386.64,THB,10.74,3.29,4.3,30,False,meal kit,premium,synthetic_anonymized
P0229,Thailand,Shopee TH,Ready meal,Local Brand,Local Brand L,Bulgogi Meal - microwave bowl,321,214.92,THB,5.97,1.86,4.8,74,False,microwave bowl,mainstream,synthetic_anonymized
P0230,Thailand,Lazada TH,Ready meal,Japanese Brand,Japanese Brand N,Bibimbap Bowl - microwave bowl,508,303.84,THB,8.44,1.66,5.0,82,False,microwave bowl,mainstream,synthetic_anonymized
P0231,Thailand,Lazada TH,Ready meal,Korean Brand,Korean Brand Y,Korean Rice Bowl - meal kit,349,294.84,THB,8.19,2.35,4.2,44,False,meal kit,premium,synthetic_anonymized
P0232,Thailand,Shopee TH,Ready meal,Local Brand,Local Brand U,Bulgogi Meal - meal kit,292,189.0,THB,5.25,1.8,3.9,74,False,meal kit,value,synthetic_anonymized
P0233,Thailand,Shopee TH,Seaweed snack,Korean Brand,Korean Brand H,Seaweed Snack - multi-pack,67,142.92,THB,3.97,5.93,3.6,39,False,multi-pack,mainstream,synthetic_anonymized
P0234,Thailand,Shopee TH,Seaweed snack,Korean Brand,Korean Brand S,Roasted Seaweed - tray pack,29,108.72,THB,3.02,10.41,4.6,1276,False,tray pack,mainstream,synthetic_anonymized
P0235,Thailand,Lazada TH,Seaweed snack,Korean Brand,Korean Brand E,Roasted Seaweed - tray pack,75,179.28,THB,4.98,6.64,4.2,15,False,tray pack,premium,synthetic_anonymized
P0236,Thailand,Shopee TH,Seaweed snack,Korean Brand,Korean Brand E,Seaweed Crisps - tray pack,27,113.76,THB,3.16,11.7,4.2,29,False,tray pack,value,synthetic_anonymized
P0237,Thailand,Shopee TH,Seaweed snack,Korean Brand,Korean Brand Q,Seaweed Crisps - multi-pack,96,165.24,THB,4.59,4.78,3.8,60,True,multi-pack,premium,synthetic_anonymized
P0238,Thailand,Lazada TH,Seaweed snack,Japanese Brand,Japanese Brand W,Seaweed Crisps - tray pack,50,107.28,THB,2.98,5.96,4.6,4,False,tray pack,premium,synthetic_anonymized
P0239,Thailand,Lazada TH,Seaweed snack,Private Label,Private Label Q,Roasted Seaweed - snack pack,11,49.68,THB,1.38,12.55,3.8,236,False,snack pack,mainstream,synthetic_anonymized
P0240,Thailand,Lazada TH,Seaweed snack,Local Brand,Local Brand U,Roasted Seaweed - multi-pack,44,130.68,THB,3.63,8.25,4.6,47,True,multi-pack,mainstream,synthetic_anonymized
P0241,Viet Nam,Lazada VN,Korean ramen,Local Brand,Local Brand B,Spicy Ramen - multi-pack,380,48510.0,VND,1.98,0.52,4.4,68,False,multi-pack,mainstream,synthetic_anonymized
P0242,Viet Nam,Lazada VN,Korean ramen,Private Label,Private Label V,Cheese Ramen - single pack,440,51450.0,VND,2.1,0.48,4.7,117,False,single pack,value,synthetic_anonymized
P0243,Viet Nam,Lazada VN,Korean ramen,Local Brand,Local Brand B,Cheese Ramen - cup noodle,363,46795.0,VND,1.91,0.53,4.4,235,False,cup noodle,premium,synthetic_anonymized
P0244,Viet Nam,Shopee VN,Korean ramen,Korean Brand,Korean Brand B,Cheese Ramen - single pack,235,99225.0,VND,4.05,1.72,4.8,718,True,single pack,mainstream,synthetic_anonymized
P0245,Viet Nam,Shopee VN,Korean ramen,Private Label,Private Label C,Mild Ramen - cup noodle,413,46305.0,VND,1.89,0.46,4.4,19,False,cup noodle,premium,synthetic_anonymized
P0246,Viet Nam,Shopee VN,Korean ramen,Korean Brand,Korean Brand S,Mild Ramen - multi-pack,240,70315.0,VND,2.87,1.2,4.6,122,False,multi-pack,mainstream,synthetic_anonymized
P0247,Viet Nam,Lazada VN,Korean ramen,Korean Brand,Korean Brand L,Spicy Ramen - multi-pack,574,71540.0,VND,2.92,0.51,4.4,13,True,multi-pack,mainstream,synthetic_anonymized
P0248,Viet Nam,Lazada VN,Korean ramen,Korean Brand,Korean Brand N,Kimchi Ramen - cup noodle,387,68355.0,VND,2.79,0.72,4.2,30,False,cup noodle,value,synthetic_anonymized
P0249,Viet Nam,Lazada VN,Kimchi,Japanese Brand,Japanese Brand E,Original Kimchi - fresh pack,666,286405.0,VND,11.69,1.76,4.5,30,False,fresh pack,mainstream,synthetic_anonymized
P0250,Viet Nam,Shopee VN,Kimchi,Local Brand,Local Brand K,Mild Kimchi - pouch,576,193795.0,VND,7.91,1.37,4.5,72,False,pouch,value,synthetic_anonymized
P0251,Viet Nam,Shopee VN,Kimchi,Local Brand,Local Brand T,Mild Kimchi - pouch,737,160475.0,VND,6.55,0.89,4.5,81,False,pouch,premium,synthetic_anonymized
P0252,Viet Nam,Lazada VN,Kimchi,Private Label,Private Label X,Cabbage Kimchi - fresh pack,803,167825.0,VND,6.85,0.85,4.0,117,False,fresh pack,mainstream,synthetic_anonymized
P0253,Viet Nam,Lazada VN,Kimchi,Local Brand,Local Brand F,Fresh Kimchi - pouch,853,90650.0,VND,3.7,0.43,4.5,43,False,pouch,value,synthetic_anonymized
P0254,Viet Nam,Lazada VN,Kimchi,Premium Import Brand,Premium Import Brand E,Fresh Kimchi - jar,738,145775.0,VND,5.95,0.81,4.4,44,False,jar,mainstream,synthetic_anonymized
P0255,Viet Nam,Shopee VN,Kimchi,Korean Brand,Korean Brand T,Cabbage Kimchi - fresh pack,793,331240.0,VND,13.52,1.7,4.6,74,False,fresh pack,premium,synthetic_anonymized
P0256,Viet Nam,Lazada VN,Kimchi,Private Label,Private Label N,Fresh Kimchi - fresh pack,480,163905.0,VND,6.69,1.39,4.6,27,False,fresh pack,mainstream,synthetic_anonymized
P0257,Viet Nam,Shopee VN,Gochujang sauce,Korean Brand,Korean Brand F,Sweet Spicy Sauce - squeeze bottle,264,128870.0,VND,5.26,1.99,4.8,42,False,squeeze bottle,mainstream,synthetic_anonymized
P0258,Viet Nam,Lazada VN,Gochujang sauce,Korean Brand,Korean Brand H,Korean Chili Sauce - squeeze bottle,672,166600.0,VND,6.8,1.01,3.5,442,True,squeeze bottle,mainstream,synthetic_anonymized
P0259,Viet Nam,Lazada VN,Gochujang sauce,Japanese Brand,Japanese Brand T,Gochujang Sauce - tube,466,237650.0,VND,9.7,2.08,4.3,270,False,tube,premium,synthetic_anonymized
P0260,Viet Nam,Lazada VN,Gochujang sauce,Premium Import Brand,Premium Import Brand M,Sweet Spicy Sauce - tube,993,334670.0,VND,13.66,1.38,4.0,51,False,tube,premium,synthetic_anonymized
P0261,Viet Nam,Lazada VN,Gochujang sauce,Local Brand,Local Brand S,Sweet Spicy Sauce - jar,242,194040.0,VND,7.92,3.27,4.5,194,False,jar,mainstream,synthetic_anonymized
P0262,Viet Nam,Lazada VN,Gochujang sauce,Premium Import Brand,Premium Import Brand E,Korean Chili Sauce - squeeze bottle,220,116130.0,VND,4.74,2.15,4.6,55,False,squeeze bottle,premium,synthetic_anonymized
P0263,Viet Nam,Shopee VN,Gochujang sauce,Japanese Brand,Japanese Brand D,Sweet Spicy Sauce - squeeze bottle,914,160965.0,VND,6.57,0.72,4.1,41,False,squeeze bottle,premium,synthetic_anonymized
P0264,Viet Nam,Shopee VN,Gochujang sauce,Korean Brand,Korean Brand Q,Sweet Spicy Sauce - jar,572,146755.0,VND,5.99,1.05,4.5,136,False,jar,premium,synthetic_anonymized
P0265,Viet Nam,Shopee VN,Frozen mandu,Private Label,Private Label Q,Vegetable Mandu - frozen bag,719,227360.0,VND,9.28,1.29,3.6,57,False,frozen bag,value,synthetic_anonymized
P0266,Viet Nam,Shopee VN,Frozen mandu,Korean Brand,Korean Brand H,Kimchi Mandu - family pack,338,226625.0,VND,9.25,2.74,4.0,120,False,family pack,mainstream,synthetic_anonymized
P0267,Viet Nam,Shopee VN,Frozen mandu,Korean Brand,Korean Brand Y,Vegetable Mandu - frozen bag,597,269500.0,VND,11.0,1.84,4.3,7,True,frozen bag,value,synthetic_anonymized
P0268,Viet Nam,Shopee VN,Frozen mandu,Korean Brand,Korean Brand Y,Chicken Mandu - family pack,440,245490.0,VND,10.02,2.28,4.3,93,False,family pack,mainstream,synthetic_anonymized
P0269,Viet Nam,Lazada VN,Frozen mandu,Local Brand,Local Brand A,Vegetable Mandu - frozen bag,820,201390.0,VND,8.22,1.0,4.4,43,False,frozen bag,value,synthetic_anonymized
P0270,Viet Nam,Shopee VN,Frozen mandu,Private Label,Private Label V,Kimchi Mandu - value pack,348,156065.0,VND,6.37,1.83,4.0,201,False,value pack,mainstream,synthetic_anonymized
P0271,Viet Nam,Shopee VN,Frozen mandu,Private Label,Private Label B,Chicken Mandu - frozen bag,359,239365.0,VND,9.77,2.72,3.8,80,False,frozen bag,value,synthetic_anonymized
P0272,Viet Nam,Lazada VN,Frozen mandu,Local Brand,Local Brand D,Kimchi Mandu - frozen bag,880,139160.0,VND,5.68,0.65,4.5,130,False,frozen bag,mainstream,synthetic_anonymized
P0273,Viet Nam,Shopee VN,Ready meal,Local Brand,Local Brand E,Korean Rice Bowl - frozen tray,349,90160.0,VND,3.68,1.05,4.7,388,False,frozen tray,mainstream,synthetic_anonymized
P0274,Viet Nam,Lazada VN,Ready meal,Korean Brand,Korean Brand P,Tteokbokki Meal - frozen tray,337,133035.0,VND,5.43,1.61,4.1,104,True,frozen tray,mainstream,synthetic_anonymized
P0275,Viet Nam,Shopee VN,Ready meal,Local Brand,Local Brand T,Bibimbap Bowl - frozen tray,519,110740.0,VND,4.52,0.87,4.0,393,False,frozen tray,mainstream,synthetic_anonymized
P0276,Viet Nam,Lazada VN,Ready meal,Private Label,Private Label M,Korean Rice Bowl - meal kit,366,164885.0,VND,6.73,1.84,4.5,34,False,meal kit,value,synthetic_anonymized
P0277,Viet Nam,Shopee VN,Ready meal,Korean Brand,Korean Brand Z,Bibimbap Bowl - microwave bowl,301,154595.0,VND,6.31,2.1,3.6,28,False,microwave bowl,value,synthetic_anonymized
P0278,Viet Nam,Lazada VN,Ready meal,Korean Brand,Korean Brand W,Tteokbokki Meal - meal kit,395,167090.0,VND,6.82,1.73,4.4,214,True,meal kit,mainstream,synthetic_anonymized
P0279,Viet Nam,Lazada VN,Ready meal,Premium Import Brand,Premium Import Brand E,Bibimbap Bowl - microwave bowl,359,184975.0,VND,7.55,2.1,4.4,190,False,microwave bowl,mainstream,synthetic_anonymized
P0280,Viet Nam,Lazada VN,Ready meal,Korean Brand,Korean Brand B,Korean Rice Bowl - microwave bowl,580,133770.0,VND,5.46,0.94,4.0,33,False,microwave bowl,value,synthetic_anonymized
